id,description
pDxBIBMR,Lots of enhancements inspired by the amazing concept art for the game!
pUNFAvxZ,Help Santa and get Presents for Christmas!
qdR0pekK,"Traditional Chinese food, Sino cultures"
qxmhRskn,Ladders are now actually made of sticks
sJAOSB1K,A permissions mod for clients connecting to your server.
ruqoGu2n,this is just adding a warrior helmet in the pumpkin style that has been renamed.
sKdkWoV7,"Changes the elder guardian jumpscare sound to the ""yippee tbh"" meme"
sZORdu5E,Ability to teleport with an item!
tXOsX3Ln,Minecraft Java Resource Pack that makes the Mace weapon 3D.
thROvKy2,Its small texturepack adding grass from Beter Plants Tiramisu
twOK7xRV,Krusty Krabs in RS Villages!!!
v29AWtHr,"Theres tiny creepers out theres, and they all wanna be your friend.

Tiny Pals is a fun and unique mod that adds a new type of mob to the game – small creepers! These tiny creatures are neutral by default, but you can tame them by throwing TNT around them"
velioueL,A simple void ore miner that pulls ores out of bedrock or the void
wXrHbbYu,"This datapack adds all the 3 mobs of minecraft live 2022, The sniffer, the rascal, and the tuff golem!"
xHECBAT5,Features fitting the vanilla+ vibe
xqJXWcGw,A Hammer & Sickle Resource Pack
yZo0PrEJ,The ultimate modpack for survival servers
yiLJxtqH,Исправления и улучшения перевода BlazeandCave's на русский язык.
yjE9vqoW,Do you like purple? I love it! So let the redstone be purple!
1BsrVQUS,"A Vanilla Plus modpack centered around QoL tweaks, performance, and fun additions. Vanilla+"
1CS19ePX,this mod allows you to adjust the level of hunger with which the player will respawn
24PrLCQB,A simple plugin which works with DiscordSRV to get the world border value transmitted to a discord channel.
4nGSnAQR,Improved Grass
4pKSSmRE,Perfection modpack tailored for exploration enthusiasts with a mix of technological enhancements offers players an immersive experience. Delve into vast landscapes teeming with mysteries and challenges while harnessing the power of various technological
4zr17btG,Save your doggy.
56HiK2pZ,Official resourcepack for the dev container private server.
6AYMCGnb,"This is an Ore Expansion pack, filled with simple ores for a better gaming experience. It adds new materials which are superior to netherite and easier to find. The main focus of this mod is to give you some powerful gear to aid you in modpacks."
6QW4E9QC,Adds the elusive pillager spy to minecraft
6cG8Aq8E,Adds aggressive fireflies to the game. They may look harmless but once a frog is near for some reason it attacks them when they get in contact.
75H9zNF3,"A mod about magical creatures, places, and resources.
This mod adds a bunch of blocks, mostly for decoration because it is in early development. Enjoy!"
8ESyrBSK,"Colour and format your items and signs with MiniMessage, legacy formats and PAPI!"
8rZLuQtj,change the look of the shulker boxes to other blocks
8lDQa7NP,A Magic Mod That Can Bring You Countless Potatoes!
9nVj3Izh,Edits Jappa's Totem of Undying texture to fit better with the Programmer Art textures
AFmdj8Lh,"This mod adds over 100+ Items including new ores, armor, tools, and building blocks made of Doritos!"
BJH3HYe8,A modpack full of magic and technology
BiUGZ2d1,"Incredible modpack for a comfortable game in vanilla Minecraft without bugs, lags and freezes."
BnLyhvbO,Utility mod that adds scoreboard operation debug/tracing.
Bt0uTxTp,Bring an immersive touch to the market with the new fully stylized GUI!
CED6fUuD,A resource pack giving a create-y makeover to applied energistics
DWCRhJGC,Llamas that spit resources
E1Bps82F,Bukkit plugin for time management and display
EDMI8DMQ,This resource pack replaces the standard minecraft inventory with a dark blue one.
EyRl7iQy,"Minecraft, but everytime you destroy a block/kill an entity you'll grow!"
FIHd0WpL,Protect structures to be destroyed or placing blocks in there by the Players.
EiCFMIxQ,"A modpack with as many vanilla save friendly mods as i can find, without adding too many game changing features"
FVXjtDGT,"Better gameplay, better biomes, more content. THIS is minecraft!"
HAldZElt,Prevent players from lighting portals in the nether.
IiBdTtvE,"The Night Hunter mod, is a mod that adds two new groups of interest into Minecraft, the Vampires, and the Vampire Hunters."
KWgoniAh,This mod adds a craft to the Uncraftable Chain Armor!
KZPgLKPo,"Enhanced Craft - QOL Done right!
This Fork of Fabulously Optimized aims to provide the best Minecraft Experience without altering the Game Mechanics.
Enhanced Craft is made to be played on Singleplayer or Vanilla Survival Servers."
M0ILXZOs,"Renewable corals, Deepslate farm, Warden Bossbar, and more!"
M3vK6dC6,A mod that adds origins based on the game Your Only Move Is Hustle
N4x1Qi5G,Ice Picks'n'Swords!
NMbTwNzN,"The official RPG modpack for the Corned Beef Corner. If you don't know what that is, not sure how you arrived here."
OYHTUzqk,"Alternative textures to swords to version below ""Texture Update"""
OvD3OQ6Y,This mod aims to bring various aspects of Alaska Native cultures to Minecraft!
P7CdcugL,Cows that contain diferent fluids
RSNzPBUm,Land Management & Land Protection & More
Rfch6Sv7,"Skyrocket your performance and enjoy amazing quality-of-life perks with this lightweight modpack, HyperCraft QOL"
RkQ71vnd,Adds a block which keeps you safe the first few nights!
Rq1ZvHgq,The ultimate experience for Origin Realms server!
S6VolToQ,A coal made of the essense of cows or something.
SHjVRqee,"this mod will add a lot of weapons from other games, bandy, fnaf and so on and vanilla too.
While this is a beta version of this mod, there are no crafts and the rest, well, soon everything will be"
THw4rwXR,"The main theme of the modification is the Dark World, an abandoned and cursed dark world full of dangers."
U9W8c5yB,A small utility mod to easily export a list of items with a configurable delimiter
UOJhHh0I,Enhanced and pretty hard-coded advancements for you to make your minecraft journey more purposeful.
UZdaMtbL,The Debugger's Modpack  is a collection of utilities designed to enhance the Minecraft experience for NBT editors and modders.
UwEkc95I,Fixes mojang API changes breaking the whitelist on 1.7.10
VwX9uza3,Adds More Dragons and Expands on The Ender dragon
W4HQBVeF,Yet another Discord bridge for Minecraft
XoDo0OlX,The resource pack used for the Spectrumcraft SMP
YdUem8Zp,this pack make everything look like the essentials mod in minecraft
Yvc7jr6s,"A mod that adds a new dimension to Minecraft, known as Vulcadia. It is still under heavy development and all feedback or suggestions are welcomed."
Zw3VtQVq,Little Modpack I made to play with some friends. Uploading it here for ease of use.
bQM8UxLX,"Adds a time limit to your life, giving you 8 lives with a default length of 3 hours each!"
ch4KinCL,"This is the official modpack for Home4Ever, a private server run by me. I have been using this modpack for a while, and these mods add to the game while still keeping the vanilla feel."
d4adDiqO,A highly-customizable tool to allow players control time and weather
ddqN5yhN,Making the Nether Obscure and Dark Themed
e6LtO5UV,"Flora Formae revamps the look of plants, fungi, and coral by giving them unique and interesting models, while staying true to the vanilla aesthetic we know and love."
fhgw67c2,This mod adds rose gold to the game!
hNj7vRSa,Dimension Cakes allows you to transport to different dimensions.
hONTUrxB,Ultimate utility for submitting and reviewing player builds!
iZPvMG5q,"The Modded Modpack for Purgatory SMP

What is Purgatory?
Purgatory is a Vanilla++ server in which you can join or create a town/village to live in!

It is a 1.20.2 server which uses fabric to expand upon the base game in a vanilla friendly way"
itI58ysU,Adds a recipe to make some extra elytra.
lAvqZDRS,Adds a horse on a stick
lCn6MxFa,Этот ресурспак меняет надпись Minecraft Realms на Майнкрафт Реалмс | This resource pack changes the inscription Minecraft Realms to Майнкрафт Реалмс
lkGj49Dt,Makes wandering trader spawn on average twice as often!
mZZjkMVk,Crafted Create is a new Modpack built around the Create Mod!
nCtVPPGi,"A Minecraft mod that allows player to get feather from chicken without killing it, using right click."
nbF9mFlw,Adds Silver to Minecraft
oXR9hAWe,"Adds new weapons, artifacts and structure to our cubic world."
puDuxQen,This resource pack replaces the sun and the moon with a drawn one.
rryswII0,"This mod is a 1.19.2 port of the mod oversized, allowing for bigger crafting tables"
sgLC0YzO,Adds some useful items!
t2LJvVx7,A mod about a clay-like substance obtained from wood ash.
tFqGqkLf,This Minecraft plugin allows users to add a pronoun suffix to the end of their username. This pronoun suffix will display in the chat window when the user types.
tLkC4Z4Y,Diamond tier tools now come in Red and Blue!
u0Jr85h6,"A fun exploration into cobblemon with various biomes, large villages, and plenty of technology to automate!"
uL4f6ApY,"A bit of mods and a vanilla feel, a recipe for a good time?"
uVyed2La,"Configure Entity/Player sizes, jump height, health & more!"
uYaIWTGo,Expands upon swamps with new foliage and a peculiar new creature!
uy92ImJL,Blocking registries' entries from registration
v6ye2bIQ,Tweaks for Bigger Reactors
w65I3gTr,Changes the Clock into a Gold Watch. The watch is a visible model on the player's arm.
wOiegdsB,This is a mod that allows more crafting recipes in Minecraft. (Currently 7 Recipes)
xH2bBhL5,"Custom structures, legendary weapons, powerful armor trim powers and weapon bindings that give any item overpowered attacks and benefits"
yaV3QwFw,"Outmoded is a medieval/low-tech modpack, with focus on providing a challenge - with survival mechnincs, mobs, structures, medieval gear, magic and Create."
zRb6eymc,A simple Minecraft plugin to allow players to choose which bed to respawn into.
10qq1gac,Realistic fire mechanics
11QnHwY0,"Texture Pack Overlay for the French Server ""Craftok"""
1UdikXVt,A resource pack for block destroy stage
1jusBYSH,Making fishing better one step at a time.
2VysTIcY,The Discord Module out of the YVtils-SMP plugin as single plugin
2XXMKmO6,This is the official copy of the Fatal SIege mini game plugin from the Vorg Craft server.
4UuULkXA,"A modpack with simple cobblemon pack with the focus on building the strongest team.
There is also some Q.O.L mods for the builder and the miner!"
4hQVe1SF,"Blocks, items, and mobs from all throughout Minecraft's history!"
6IdalHR9,A different approach to the Redstone Torch
6ZIQAmdI,A 3D model for the new mace weapon to make it more worthy of its 2% drop.
7Ufq9sbb,Beacon is a plugin for Velocity that allows for forced hosts to pass through their pings when using TCPShield.
8FOlK3Q7,"Enhance your Minecraft experience with the Axl Additions Mod. Discover rare Ruby and versatile Copper, craft powerful weapons, and create unique structures. Expand your gameplay with Axl Additions Mod."
9JtIaVS2,A simple and Lightweight plugin to force a configurable gamemode for non-operators
9VDtwnaO,"Mod for ""Chicken's Big Coop"" discord servers SMP!"
9e6dw80x,This is a required resource pack for all my special enchants datapacks. There is no other reason you should use it
B0bI2kSx,"RPG compilation in which you can lambically (perhaps with a beer) spend time, as well as the collection will serve as a basis for your hobbies modding"
BZXFSO1N,This mod is popular in uhc gamemodes and makes ore visibility easier!!!
CMNiwegl,Amazing Tweaks for Survival!
CtYGO58N,With a easy fish menu you can enjoy selling and buying fish and books.
CullV1jC,adds the pillar men from jojos bizzare adventure
DXYJu6iX,Shrieker drop itself with its can_summon block state using silk touch. It can summon or not depend on which one you're mining.
EiRqpm2D,A client side mod with some very useful commnads with some cats
Eif12XE9,"Datapack adds an empty block craft, see the gallery for the craft."
FHG1fu9B,Small mod add some tools for easy survival building
FZdzyHfj,A legacy fabric mod that adds a few missing vanilla recipes.
GEXzQpNI,An unofficial Addon to DE that expands the technoligical aspect and adds other cool things
GKoxxTpX,"Replaces Shulker Boxes with a set of carefully designed, vanilla-friendly utility containers"
GqFhpEHK,"A modpack to turn minecraft supersonic. No extra mods, Just pure performance."
GyQbDBe9,"With the goal of optimizing your Wynncraft experience, we have created ""JuJu's Better Wynncraft"" to bring you Modpacks for both Functionality and Quality of Life changes."
Gzv0LYLX,"Have the dirty dirty block take over the world while you eat a sausage to boost you in the air. Feed em the sheeps cuz they love em, and throw em at the foxies cuz they love em too. "
I4EMKbx5,The main goal of the Sumplete game is to remove all numbers from the playing field in such a way that the sum of each row and column is equal to the target number indicated at the top and left of the playing field.
J3eDXLuX,The MModding Library is the Main Library for MModding mods.
KWg50ktW,A legacy fabric mod that allows doors to stack and yield three doors when crafting.
LaR8Ikkn,Makes endermen interesting to fight!
Mv9rdsYr,Easier way of getting Ancient Debris instead of strip mining for 5 hours!
NtwNgZCt,Arrows disable shields just like axes do
OKeRiPSv,Adds a basic debug f3 screen to older versions of Minecraft
PG3i7czA,"A simple but configurable mod, that adds fireflies to the game"
QBfvA2nR,This is a WIP mod to add Fbmodium into the world why we work on end game FBModium items.
Rmm7K9bK,A lightweight Discord-logger plugin to keep your server safe and moderated.
TQkTSNsD,Simple Calculator command right in Minecraft.
UviKwWTu,A Fabric Minecraft mod that lets you configure how you interact with dropped items
VTPhr5ca,LightAntiGrief is a solution that helps prevent large-scale violations such as theft or griefing from players on vanilla servers.
Vd6eQjcr,A very simple data pack that allows for ALL drowned to drop Tridents.
VgKssgOw,"The New Cobblemon Experience, Made For Hardcore And Own Nuzlocke Rules"
W0OHgPxk,"Adds 5 new mobs, each with unique drops or uses."
WJDWFsS4,This mod adds a few dimensions!
WLOBnSC3,🐸 a fresh take on the vanilla swamp
XVbvNnYG,"sitelen nimi suli li toki ""musi Manka"""
aJ25lc6k,"Client mod-pack, for convenient game on the server and alone."
aoTWn3s9,"Play ""Green Light, Red Light"" with your friends | Juega ""Luz Verde, Luz Roja"" con tus amigos"
bMPNCxbE,The pack that changes tridents to boomerangs!
biTr0yMe,"A very old mod of mine that adds new creatures to your game. It's also very nostalgic for me :,)"
buJAtv9E,Adds some beautiful weapons with their own abilities and a unique method of obtaining.
c3Vvdsai,Teleport to your spawn point instantly with a magic mirror!
cmwTyhPb,"Терминал удалённого доступа к блокам.
Terminal for remote access to blocks."
dlk0JZDq,"New armour weapons tools, blocks, generation and even bosses and overhauls to dimensions!"
dz62Vixc,An addon that brings a Voting mission
eJ9AT17y,This is a simple mod that makes you poison for 10 seconds every time you take damage.
f8ZmJutv,Logs a warning when a datapack overrides a tag
feRVZEXj,New weapon - The Staff of madness.The staff blows everything around with a divine wave of explosions and lightning
gQPb54aq,A mod that allows you to instantly oxidize your copper!
hIzaQumy,"Makes it so you have infinite saturation. You need to be at full hunger for the data pack to work.

If you could give tips on how to add food regeneration(like in beta Minecraft), that would be great"
htPsjkYb,"This mod adds New Weapons, new Items, and new blocks!"
i5kQjt8b,This mod introduces Experience related things!
iW7VTj6W,Browse the web in minecraft
ilO8VcLx,All of the mods I use on my servers and singleplayer worlds.
ix7awaPr,"Adds multiple Vanilla+ features, to help with more technical issues"
jOzROmiq,"Create centered modpack with storage help, exploration, tech and block variety mods for the EndTech server."
lele4oF8,Kill mobs for festive drops!
linAXqQP,"Spicing up exploration with new plants, food, biomes and tools"
m5nxeeaZ,Adds a new invisible ore to your world than can be crafted just like iron (hopefully).
mYPCtZ1G,Regenerate like a Timelord!
mrMpE9nI,A StationAPI mod for b1.7.3 that allows for modern dispenser behavior and/or a modded dispenser variant that acts as a fluid pump.
oqJbArc8,This is a Creative Client ! It contains Worldedit and a Custom menu! You also have journeymap and hotkeys for spectator / creative mode
pprdRaab,Fixes a bug in ruined portal datafix (for 1.18.2-rc1)
q3bmJblj,"Upgrade Your Stats Using Your Vanilla Levels
Use This To Just Play Minecraft 
Or To Try To Speedrun The Game"
qaggYxjB,StatusChange is a  plugin to set a status in the tablist
qcbQmqAa,Add a whole bunch of mods that make minecraft look and sound better.
sYATb0Vu,"A fabric mod to add ""(Not Responding)"" and white mask to your game"
v4GniuBA,"Wrapper for the ""be proud"" Minecraft mod to add custom flags"
vYBGIrkw,A mod that allows vanilla ores to generate above ground. (As seen in the Hexxit modpack)
xYFjnXH1,Given an alternative death experience
yG5doqij,Resource pack makes it possible to replace any sword with a standard katana from the anime Demon Slayer by renaming
yRRwZqZY,Adds lever buttons to the game.
ynCik1Si,Performance + Customizability
ytll2PyO,Simple animations for the bow and crossbow showing the charge with colors.
yuOGGvAI,Client-side mods that improve Minecraft while still keeping the vanilla feel
zAN93ZGE,Water and lava produce deepslate instead of stone below y level 0
zAd9IVBp,"An extremely difficult, survival based modpack for NeoForge 1.20.1"
1yjuksKJ,Fish made out of bread and fish.
2xSnKnYj,Makes all player names invisible
33GiSkVr,Expiration of the Day (EotD) is a hardcore survival modpack packed with content and optimized for low-end PCs.
3Fxfu6QA,This modpack is designed to enhance both the visual and performance aspects of your Minecraft experience + some extra fun mods.
3RjlObmS,Each block in the game drops a random item! The perfect challenge to try with friends or yourself.
4HkiVuRF,Resize the models the way you want them to be!
4e3VZgHN,A modpack that combines Vanilla+ with Create Mod (as well as a little bit of magic)
5AMtsjmU,"Do you ever wanted to have better pets or have more powerful golems?

Well Extra Pets And Golems Mod will add bunch of pets and golems with unique abilities that may even defeat epic bosses like wither and many more!"
5b47fcUJ,An addon that brings missions from Telepost
613iykCP,Catch and collect parrots...
6QnTJL51,"A horror modpack that overhauls the vanilla game to be scarier & more difficult - mobs are more dangerous, nights are unrelenting, theirs terrifying monsters lurking behind the fog, in the depths of caves - waiting for you..."
6gmIGOGo,"Ever thought the minecraft armour system isn't balanced, well this tries to fix that!"
6qREtxgp,This pack adds some style to your vexes!
6ri69Zb7,A Fallout Mod for Minecraft
9CaklASn,Utility to fix errors in the StaciaExpert modpack
9DDxOvTJ,Advanced P2P network managing tool for AE2
9RRTmIVw,Add more lanterns with special models for decoration in vanilla style.
AB6a0Srh,Adds emerald armour and tools
Al8PAJmT,Minecraft with your favorite mods!
BwPeriwJ,A mod that adds placement animations to blocks
ClvCP1sP,A mod adding several prohibitions of Islam
CoFzmcsX,A modification that adds a Peeper fish from sabnautica
CuPwCJnH,A mod that adds many new and much needed building blocks/utilities
CxA8RJh9,"A mod that adds a simple grindstone that is highly configurable, and aimed at use by packdevs."
D5j96EJ5,Invisible borders separating heaven and earth
DKsj49YA,This mod pack is determined to make your game as smooth as possible. No stuttering or frame dips allowed.
Da9PmeoP,Client side companion for MongoAuth
DLpqATsl,Definitely not made by me and very real and leaked from Mojang
DjPRRnb0,Bedrock Animation API and many useful stuff for development
DkxWbUyM,A mod adding many manners of defense to BTA. (Better Than Adventure)
EGa8GghL,A cool modpack with some extra mods to play with over 300 FPS
GLqGwlxD,"Ever thought of having different domains/subdomains for the same Minecraft/Bukkit server and depending on the domain a player joins offer different settings? This plugin is a bit like apache virtual hosts, for Minecraft servers"
GSiIfoEJ,A Bedwars spinoff inspired by Xisuma!
Gea6D6wm,"A simple basecamp of great vanilla-friendly client-side mods, from performance improvements to simple but welcome visual and audio improvements."
HHr8NyrL,"Master your create skills with this, awe-inducing create-focused modpack."
HqIKOA3d,An easy Minecraft modpack
HvbAVg6I,Official Content Pack for a Minecraft Minigame inspired by Dead by Daylight
JxUcqYYr,A Small QoL (Quality of Life) Mod that adds Backpack(s) to your Minecraft world!
NqfJYLWb,A command to send commands from your Minecraft server instances to a Velocity proxy
OG4HrElF,Who said defusing explosives can't be a blast?
Ogrpus6D,Arctic Texture Pack enhances Minecraft with captivating ice-themed visuals.
PyvwaDnE,Replaces explosion sounds and particles with Wind charge particles and sounds
QLHPapZP,A datapack that allows you to revive your friends in Hardcore Mode.
QLUeMTrk,Fabric modpack with a little spice.
QoGeIoar,A quick and dirty resource pack to remove the Christmas chests.
Rum9SPJ3,Prevent players from breaking mob spawners while sneaking.
RwN5oq3N,a cute minecraft plugin that allows players to meow! :3
S2S0vt9k,Helps differentiate fireworks with different flight duration.
SdV5cyLq,This is plugin to display emojis stamp above your head in Minecraft.
VJ5uv1Vr,"Complete, modernized Spartan Weaponry texture overhaul"
VyDWW3VN,Vanilla+ Pack made for the KMA Community but public for all
Wf3UdpVu,With the plugin you can set your status like in “Craft Attack” and have a customization option
XQgKOqvL,Tough as Mekanism is a Mod that adds compatibility between ToughAsNails and Mekanism.
XoMFbKQV,Adds Models for Signs so they can be used in item displays
XqqfWy2S,A mod where you can see thoughts of the mobs and get their dreams! 
ZCHHWI2U,Hoppers don't like being locked.
ZggqxIPF,A mod that adds banana-themed baked goods.
ZkVPOnSU,Simply Home: Right-Click Warp: Get home with the power of a single click and a crystal.
ZnvHGtUc,"Allow locking of player inventory slots, disallowing usage of them. Compatible with modded inventories."
afCPQ0lB,My take on grians last life.
afmh1wDd,"Disables all the options that feel unnecessary, and privacy intruding for chat preview like the server being able to see and modify your messages, the double enter, the warning popup etc. etc."
cNvFXjQH,"Turquoise Journey! is a 1.20.1 Fabric Modpack centered around technology, with a bit of fantasy !"
d34bc6P6,A dark GUI texture pack for Minecraft with a light RPG theme!
dZV4uKOC,a mod inspired by Apocalyptic Buckets
dje8Mgcm,A 1.20+ modpack that focuses on building and operating everything farmable.
eJNaCUOD,Changes your totem of undying into an acorn!
eQZA0cWe,"Adding little details to the blocks added in 1.17, The Caves and Cliffs Update"
eRnkvz1X,"When an Armadillo is rolled up, it is immortal!"
eUtUODxp,This is a Nightmare.
elOEJdNn,This resource pack rounds the corners of interfaces and makes player connections in tabs colored.
elxddELt,Changes the End Poem to a story about the storyteller of the universe.
gKoQoMwR,changes the Evoker model to Dagoth Ur from Morrowind (CEM Model)
giG5Tir7,A Modpack That Overhauls Generation in All Dimensions and Keeping the Vanilla Style!
go8DU22r,this resource pack makes fire look better for pvp
gz5AJ8YB,"Gone are the days of resurrecting for free. Don't you know bringing someone back to life comes with a price? It's about time you learn. For every subsequent life you live, you will find life to be increasingly unstable. Enjoy."
hi8qcLBt,Paintball minigame in Minecraft
huu0BGN7,"Items from Undertail and more
Submit bug reports and suggestions here: https://discord.gg/PEYAaDqbAf"
j0hyTyZB,"Just another zombie apocalypse mod.
Still in beta. All rights reserved."
jdeYBrz9,A simple plugin that adds functionality as in CraftAttack - the German YouTube project - to Folia.
l4Ro2F2z,Resource pack changes bucket models to wooden 3d models
njhtBgza,Adds a MUSHROOM🍄 to the quick access toolbar.  : 3
ohSZXv77,Adds both vanilla and mod support to unify textures.
ok9TrcKu,"A datapack that adds new advancements into the game, some that are funny, some that are challenging."
pHMODvla,"It's a mod that add tools,armors,dimension and fun bosses"
qdU2QhKa,A datapack which enables Community Mode for Scriptor Magicae.
qmusLxnw,amath board game in minecraft
rkm3SXfV,A Custom Whitelist and Join Suite Plugin
tXoEMNdt,A work in progress representation of Tears of the Kingdom gloom and it's content.
tGxDfrV1,Replaces almost all music in the game
u6xQO6F0,"This mod created for servers, then adds 2, 5, and 10 coins, a 5, 10, 50 and 100 dollars. This mod created only for economy mode on your servers, or you can use this mod for decorations on your maps"
uArHLzF4,This mod adds primarily more materials a level higher than diamond and netherite
v2Znrzc5,Color Changing Wool for MC version 1.12.2
v627mK4Q,"This is a Default Edit (shocking) from me. It enhances the Vanilla Textures with my own style. It's also multifunctional : for PVP, Building and Survival)"
wHgbr6iG,A Mod that adds in more mob drops to mobs that don't drop anything upon death.
x44NPoP6,Adds an item serving as a final goal in the game. Intended for modpacks.
xLUHtain,Nilla is a modpack focusing on the aspect of enhancing vanilla Minecraft.
xmmAlhQh,"This ModPack is adapted to play the world of PiolaCraft directly without loading anything.

Este ModPack  viene adaptado para jugar al mundo de PiolaCraft directamente sin estar cargando nada."
ym0IdGUf,The 1.16+ Nether now provides everything you need to survive... But the challenge might be hard... Your goal is to find a way out to the Overworld with the classic vanilla survival!
ysyRbcG5,With this plugin you can add custom mechanic of signing items with feather and ink sacs. Just type /sign while holding feather in off hand and item in main hand and sign it with your nickname.
yuXpJNCw,"Resource pack for Trinkets in the style of STONEBORN, also with Supplementaries support"
zoOJJa7P,Adds some tuff armor for blunt protection
31xB9QCY,A backpack mod made in MCreator
39kE4yHI,"A vaniila-ish expansion for Minecraft. Includes crops, foods, and armor set bonuses!"
4ZLlX7DB,Kill a player to recover his head!
4nAawXa1,Allows dispensers to pick up and place liquids in cauldrons like they can with regular liquids
4sDL8MF8,"A solar Apocalypse modpack I made for a video, feel free to edit it."
5C3aTus2,"World inventory switcher add-on for BentoBox. This add-on will work for any game modes.

The following are switched per-world:

Inventory & armor
Advancements
Food level
Experience
Health
Enderchest contents"
67549sTa,Very yummy mod that adds much different food: from tea to apple in caramel. This is survival mod.
6I82VGx8,Datapack for modified LifeSteal heart system
77K10vk6,"A mod that is aimed at adding every aquarists dream to Minecraft, More Fish!"
7bOjuUzx,EffiOptimize is a game-changing modpack designed to enhance your Minecraft experience by providing a powerful alternative to Optifine while significantly improving game performance.
96T3I0I3,Better looking compasses!
9CCXWhuM,This mod adds an item which automatically switches to the correct tool when mining a block.
9JcmL02a,Modpack for Cybermine Server
9hHUewmT,This mod adds 2 new items so you can block the end portal frames and break nether portals
AoT5dWGs,"Create focused Modpack of the MYLP Group. Early state, changes all the time, but it works.
A mix of mostly exploration- and techmods"
BN259W9p,Handy night vision ring
BhO0dHDf,Remind your players to touch some grass!
CcDJhTu4,"ExtremeClient is designed for PvP, and everything in this pack helps you to win"
DliD6LQp,In this CREATE oriented Modpack YOUR goal is to gather 100k off all obtainable items and blocks. How you do it is up to you!
EqOtlohs,Vanilla related optimization and QoL modpack
FvGLaAuu,Nucore: Foundation is the foundation of the mod-series Nucore.
GYl2SwDD,Step into a world where the familiar feels extraordinary with Vanilla Essence. This mudpack preserves the core Minecraft experience you love and enhances it with subtle yet impactful modifications.
Gybv6OZN,"A plugin that allows you to develop Spigot plugins using any language that can create shared libraries, allowing to use any compiled language other then Java."
HUZkxNTQ,"Ported ""Mekanism-Evolution"" to 1.20.1 and added some other things as well."
HYN5gVDC,"Modpack containing essential mods to play modern vesions of Minecraft without having to worry about performance, lag and stutters."
JMm2cWO0,Specalized Modpack der RasselBande™️
JUI0wpXK,Easy recipes for minecraft horse armors!
JwlQbYjZ,"Origins Multiplied adds new features to the mod ""Origins""."
KIIcxN9q,"This mod adds Zombies that get stronger under Sunlight. while also adding Lore, potions, weapons, and structures that revolve around the Sunlight Zombie."
KPbcdGQJ,Adds some tweaks and improvements to slimes.
KbSE3UgH,Makes cobwebs much less annoying by letting you remove them with torches
MIBctxw4,This mods adds printing press into minecraft!
Mtblos46,Think of it as a mod that increases the usefulness of Nautilus Shells and Gold equipment
NMXvEDOe,"Paxel, Dice, etc. One Fabric Mod For Many Things"
NQDLTE9Y,A resource pack that replaces the normal hearts with more Piglin-like hearts to better fit the Piglin origin in the Extra Origins mod. I am not formally associated with the mod or modmaker(s).
NdGGx6nM,"Shadow of Mordor/War's Nemesis System in Minecraft? You heard that right! Custom mobs, smart AI, a skill tree, 40+ abilities for enemies to learn from, and custom enchanments."
NeZjEHoi,Blossoms Flower Forests into a colorful landscape with new trees and flowers!
Nz5uSN03,What does the fox say?
ObD9wmbe,Modpack intended for use with the RoyaleCraft server.
OdqCqJIT,Minecraft datapack which disables all vanilla recipes.
Oq38N3qj,A legacy fabric mod that allows baby zombies to drop xp and loot.
PJtbiv8j,"This modpack does a multitude of things, It enhances world terrain generation, Combat, Performance, and more. It adds many utility and QoL mods and also adds a new skill system."
RPaDExTS,Removes cracks on Minecraft title
RYm945N7,A resourcepack making the world smooth and simple.
Rl1FP1ar,A vote listener for fabric using NuVotifier-Fabric
SjtGLIkT,Nerfing librarian villagers' trades.
SqOg4CNp,"This turns every Block, Item, Ingredient, and Armor involving netherite into a nice bright green shade."
T5MKRrbD,A small texture pack that changes the panorama to be Pond themed
TCkrUiex,Edit JCM Passenger Information Displays easily directly from Minecraft!
TT2OA0w5,An economy plugin for small Minecraft servers running PaperMC.
TgMbvOwd,"This is a mod for minecraft that lets you add realistic kitchens to your game. The mod includes many different ""sets"" of counters etc."
UqPAHaP9,A modpack for venuscord and friends!
VlTSsVAY,"A small vanilla+ modpack, intended for my server, but freely available for anyone :)"
WIrp0w7r,Minecraft Forge Mod that implements an HTTP interface for reading and writing blocks (and more) with an external program or script. Intended for use in the GDMC competition.
WYjVJZYh,"A modpack for Bisexual couples to play along and have fun in their own way, hope you enjoy it!"
Wee9oD42,Made the boss bar more refined.
WyOpKF44,Stops a server on startup once and cleans up
XFPxXQ7q,The Wandering Trader now sells books with treasure enchantments
YRLg3ePh,A fabric modpack heavily focused on performance while still making the game heckin' fabulous!
Z5uG4GBr,Detect if a player has cheats and automatically ban him
ZUokFkOW,Adventure in The Unkowned Biome with a best experiene
a3F0q142,"Finally, a deoptimization pack! Deliberately makes the game slower and unstable."
adzE9HmE,The Offical Mapstale City 8 Modpack
bI26pI0x,Arrows break torches
bNY1UClZ,"这是来自中国的一个梗，纯属是我一时兴起做出来的数据包。
This is a meme from China, which is a data pack made by me on a whim."
bSA7rnCt,World gen & loot utils library for datapacks and mods.
btGYminN,A simple Decoration Mod that add some decorative blocks to vanilla minecraft
cIj41aKA,"A mod that adds golf, aiming to work with vanilla."
dQINkSQB,"Changes potato texture into clay, and baked potatoes to bricks."
dZBBEcmL,This Mod Adds New Storage Things Like A Silos
dd5ybOlS,RNG with game time
de2aw4mT,Track player visits through WorldGuard regions
eQWuOTR0,This mod has different custom villager trades!
